job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI10503,research scientist,94843,USD,EX,CT,South Korea,S,Netherlands,100,"SQL, Kubernetes, TensorFlow, PyTorch",Bachelor,19,manufacturing,2024-07-20,2024-09-03,1475,9.8,Cognitive Computing
AI10504,machine learning researcher,128131,USD,MI,FL,Denmark,S,Denmark,50,"Scala, PyTorch, Tableau, Python, Azure",Bachelor,3,education,2024-12-09,2025-01-10,853,6.1,Future Systems
AI10505,deep learning engineer,78675,USD,MI,CT,Canada,S,Canada,100,"Spark, TensorFlow, Linux, AWS",Bachelor,3,real estate,2024-04-16,2024-05-17,851,6.5,Autonomous Tech
AI10506,ai specialist,111232,USD,EX,PT,South Korea,S,South Korea,50,"Tableau, Kubernetes, PyTorch",Associate,11,government,2024-01-27,2024-04-08,1360,8.2,Ai Innovations
AI10507,machine learning researcher,73306,USD,SE,FL,Finland,S,Finland,100,"Scala, Hadoop, Python, TensorFlow",PhD,5,government,2025-03-13,2025-05-20,2163,6.4,Algorithmic Solutions
AI10508,head of ai,77576,USD,MI,FL,India,M,India,0,"Scala, Python, TensorFlow, Docker",Master,2,transportation,2025-01-22,2025-03-01,508,9.3,Cognitive Computing
AI10509,ai research scientist,164900,USD,EX,FL,Sweden,M,Sweden,50,"Python, AWS, Data Visualization, GCP",Master,10,government,2025-04-14,2025-05-20,1886,9.5,Autonomous Tech
AI10510,ai software engineer,62438,USD,MI,PT,Israel,M,China,50,"NLP, Mathematics, Docker",Associate,2,consulting,2025-04-12,2025-05-12,857,8.3,Quantum Computing Inc
AI10511,ai software engineer,70300,EUR,EN,CT,France,M,France,0,"R, Scala, Hadoop",Master,0,media,2025-03-20,2025-05-21,1949,9.1,Digital Transformation Llc
AI10512,ai architect,62809,USD,EN,FT,Singapore,L,Singapore,0,"Linux, AWS, Python",Master,0,automotive,2024-09-29,2024-12-01,1051,5.7,Ai Innovations
AI10513,deep learning engineer,68352,USD,EN,FT,Sweden,S,Sweden,50,"Git, Python, Statistics",Associate,0,retail,2025-03-01,2025-04-14,1509,8.9,Predictive Systems
AI10514,ai architect,37703,USD,EN,FT,Japan,S,Norway,0,"GCP, Mathematics, R, MLOps",PhD,1,transportation,2025-04-28,2025-05-14,642,8.1,Quantum Computing Inc
AI10515,nlp engineer,79523,USD,EN,CT,Singapore,L,Singapore,100,"Java, Linux, Computer Vision, Azure",Associate,1,education,2024-01-19,2024-03-10,1208,8.6,Neural Networks Co
AI10516,data analyst,63958,USD,EN,FT,Australia,S,Australia,0,"PyTorch, Docker, MLOps, Data Visualization, Scala",Associate,1,technology,2024-07-30,2024-09-17,608,9.6,Neural Networks Co
AI10517,machine learning researcher,182504,EUR,EX,FT,France,M,France,50,"Hadoop, Docker, Python",PhD,12,transportation,2025-01-02,2025-02-22,1500,7.1,Future Systems
AI10518,robotics engineer,204893,USD,SE,FL,Norway,L,Norway,50,"Tableau, SQL, Mathematics",Master,9,media,2024-05-30,2024-07-02,1111,9.7,Deeptech Ventures
AI10519,principal data scientist,89203,USD,MI,PT,Canada,S,Israel,100,"Mathematics, TensorFlow, Data Visualization",PhD,2,technology,2024-04-13,2024-05-18,656,8.4,Smart Analytics
AI10520,deep learning engineer,99530,EUR,MI,CT,Netherlands,L,Netherlands,0,"Data Visualization, PyTorch, Scala, MLOps, Azure",Associate,4,education,2025-03-14,2025-04-03,969,7.6,Deeptech Ventures
AI10521,data engineer,129379,USD,SE,PT,Canada,L,Canada,50,"GCP, Tableau, Deep Learning, Scala, Computer Vision",Bachelor,8,technology,2025-03-21,2025-04-29,2401,7.7,Neural Networks Co
AI10522,robotics engineer,148751,EUR,SE,PT,Germany,M,Germany,50,"Data Visualization, MLOps, Linux",Master,5,gaming,2024-06-12,2024-08-21,690,8.9,Advanced Robotics
AI10523,machine learning researcher,151829,USD,MI,FL,Switzerland,M,Switzerland,100,"Python, Spark, TensorFlow, Tableau, Azure",Associate,4,healthcare,2024-01-01,2024-03-06,1371,8.8,Advanced Robotics
AI10524,data scientist,99811,USD,MI,FL,Denmark,M,Denmark,100,"SQL, AWS, Statistics",Associate,2,healthcare,2024-04-20,2024-05-26,586,6.2,Machine Intelligence Group
AI10525,ai architect,124464,USD,EX,PT,South Korea,M,South Korea,50,"Computer Vision, Spark, Kubernetes",PhD,18,finance,2024-08-25,2024-09-29,1302,5.5,Datavision Ltd
AI10526,research scientist,139972,EUR,SE,FT,Netherlands,L,Netherlands,100,"PyTorch, SQL, Spark, Scala, Hadoop",Master,5,finance,2024-06-08,2024-07-29,1992,9.5,Ai Innovations
AI10527,ai consultant,119418,USD,SE,FL,Norway,S,Norway,0,"Scala, Docker, Kubernetes",Associate,6,healthcare,2024-09-21,2024-10-10,2121,5.9,Techcorp Inc
AI10528,machine learning engineer,167545,USD,SE,FT,Norway,S,Norway,100,"Linux, Hadoop, Scala, MLOps, Mathematics",PhD,6,retail,2024-05-21,2024-07-09,2267,5.6,Quantum Computing Inc
AI10529,data scientist,154313,GBP,SE,CT,United Kingdom,M,United Kingdom,50,"Azure, Docker, PyTorch, Git, Statistics",Master,5,retail,2024-01-03,2024-01-18,523,9.7,Ai Innovations
AI10530,ai software engineer,49550,USD,MI,CT,Ireland,S,Ireland,0,"Java, MLOps, TensorFlow",Master,4,media,2024-03-12,2024-05-04,2154,7.9,Digital Transformation Llc
AI10531,head of ai,163636,USD,SE,PT,Australia,L,Norway,0,"SQL, Spark, Mathematics",PhD,5,education,2024-04-19,2024-06-06,693,5.6,Machine Intelligence Group
AI10532,data analyst,122010,GBP,SE,FT,United Kingdom,S,United Kingdom,100,"Kubernetes, R, Tableau, AWS",Bachelor,8,healthcare,2024-09-22,2024-10-22,727,5.4,Quantum Computing Inc
AI10533,ai research scientist,204426,USD,EX,FL,Norway,L,Norway,0,"Tableau, AWS, Computer Vision",Master,14,media,2024-02-26,2024-04-08,592,7.2,Datavision Ltd
AI10534,computer vision engineer,121073,USD,MI,PT,Switzerland,L,Switzerland,100,"Scala, Deep Learning, Java, R, Docker",Master,4,telecommunications,2025-01-19,2025-02-07,2395,8.4,Predictive Systems
AI10535,machine learning researcher,93740,USD,MI,PT,Singapore,S,Singapore,0,"Hadoop, AWS, Azure, PyTorch, Computer Vision",Bachelor,4,retail,2024-09-03,2024-10-01,1658,8.3,Ai Innovations
AI10536,ai research scientist,121620,GBP,SE,PT,United Kingdom,S,United Kingdom,0,"Python, TensorFlow, Tableau",PhD,7,manufacturing,2024-03-22,2024-05-17,2352,6.6,Advanced Robotics
AI10537,deep learning engineer,77430,USD,EN,CT,Switzerland,S,Canada,50,"Linux, Kubernetes, Tableau, Python, SQL",Master,1,retail,2024-10-08,2024-12-04,2216,9.6,Cognitive Computing
AI10538,data analyst,151828,USD,EX,CT,South Korea,S,South Korea,100,"Git, Python, Deep Learning",Bachelor,17,telecommunications,2024-09-27,2024-11-26,1523,9.9,Ai Innovations
AI10539,machine learning researcher,290006,USD,EX,PT,Switzerland,M,Switzerland,50,"R, PyTorch, Linux, Docker",Associate,13,transportation,2024-09-17,2024-11-06,2003,5.6,Cloud Ai Solutions
AI10540,machine learning engineer,36309,USD,EN,PT,China,S,United Kingdom,0,"Deep Learning, Python, SQL, GCP",Associate,1,retail,2024-05-11,2024-07-03,2081,8.0,Deeptech Ventures
AI10541,machine learning researcher,68166,USD,EN,PT,Sweden,L,Sweden,0,"R, NLP, Hadoop, Computer Vision",Associate,1,real estate,2025-01-16,2025-03-02,739,9.0,Autonomous Tech
AI10542,computer vision engineer,64871,USD,EN,FL,India,L,India,100,"Kubernetes, TensorFlow, Docker, PyTorch, Linux",PhD,0,gaming,2025-01-27,2025-03-03,1796,9.1,Predictive Systems
AI10543,principal data scientist,147300,USD,MI,PT,Norway,L,Norway,100,"Kubernetes, Linux, Mathematics",Master,4,real estate,2024-09-20,2024-10-19,2390,9.7,Datavision Ltd
AI10544,ml ops engineer,146269,EUR,EX,CT,Germany,M,Germany,100,"Kubernetes, Statistics, Python, Linux",Bachelor,10,finance,2024-09-25,2024-10-31,1010,6.5,Datavision Ltd
AI10545,ai consultant,139582,USD,SE,CT,Sweden,L,Sweden,50,"Docker, Spark, Mathematics, Kubernetes, Scala",Bachelor,5,transportation,2024-01-23,2024-03-20,1935,7.0,Cloud Ai Solutions
AI10546,research scientist,53254,USD,MI,CT,Finland,M,Finland,50,"Kubernetes, PyTorch, Deep Learning, NLP",Bachelor,3,consulting,2024-10-20,2024-12-01,1779,6.1,Ai Innovations
AI10547,head of ai,93638,USD,SE,CT,Japan,M,Japan,100,"PyTorch, MLOps, R, GCP, Git",Associate,8,finance,2024-10-18,2024-11-07,2344,6.4,Future Systems
AI10548,machine learning engineer,116999,EUR,MI,CT,Germany,L,Germany,100,"Kubernetes, Scala, Tableau",Bachelor,2,government,2025-03-11,2025-04-14,2288,5.6,Deeptech Ventures
AI10549,principal data scientist,124800,USD,SE,PT,Australia,L,Australia,100,"Scala, PyTorch, AWS, Git",Master,9,automotive,2024-09-27,2024-10-21,1780,5.5,Deeptech Ventures
AI10550,autonomous systems engineer,76008,USD,SE,PT,India,S,India,100,"SQL, Computer Vision, AWS, Hadoop, Statistics",Master,8,media,2025-04-08,2025-04-22,1296,6.2,Future Systems
AI10551,ml ops engineer,181663,EUR,EX,CT,France,S,Ireland,100,"Docker, R, PyTorch",Bachelor,14,media,2024-09-12,2024-11-23,1120,5.1,Cognitive Computing
AI10552,computer vision engineer,51017,USD,EN,FL,South Korea,S,Israel,50,"Linux, Tableau, Hadoop",Bachelor,1,finance,2024-02-19,2024-03-22,2078,7.2,Machine Intelligence Group
AI10553,deep learning engineer,362503,USD,EX,PT,Norway,L,Norway,100,"Docker, Statistics, Scala",Master,12,real estate,2025-04-11,2025-05-21,735,9.4,Deeptech Ventures
AI10554,research scientist,139021,GBP,SE,FT,United Kingdom,M,Denmark,0,"Git, R, PyTorch",Bachelor,8,finance,2024-08-14,2024-09-10,1096,5.2,Quantum Computing Inc
AI10555,robotics engineer,226536,USD,EX,CT,Singapore,S,Germany,0,"Azure, Python, Hadoop, Data Visualization",Associate,13,media,2024-11-11,2024-12-12,2018,5.2,Autonomous Tech
AI10556,head of ai,43882,USD,EN,PT,India,M,India,100,"Statistics, SQL, Data Visualization, Python, GCP",Associate,1,government,2025-02-01,2025-02-19,1767,9.9,Ai Innovations
AI10557,ml ops engineer,146248,USD,SE,FL,Switzerland,M,Australia,0,"TensorFlow, Azure, Computer Vision, Mathematics, Java",Master,6,healthcare,2024-08-08,2024-10-06,2192,6.5,Quantum Computing Inc
AI10558,robotics engineer,93746,USD,SE,FT,South Korea,S,South Korea,0,"MLOps, PyTorch, Hadoop, Azure, AWS",Bachelor,8,finance,2024-06-03,2024-08-03,1515,6.4,Datavision Ltd
AI10559,ai consultant,56618,USD,EN,PT,Canada,M,Canada,100,"TensorFlow, Data Visualization, SQL",Bachelor,0,government,2025-03-26,2025-04-24,1263,7.6,Autonomous Tech
AI10560,data analyst,97335,USD,MI,FL,Australia,S,Australia,0,"AWS, Kubernetes, MLOps, Git",Associate,3,consulting,2025-03-26,2025-05-23,1246,6.6,Quantum Computing Inc
AI10561,machine learning engineer,96872,EUR,MI,FT,Germany,M,Germany,100,"Docker, MLOps, Python, PyTorch, R",Associate,2,manufacturing,2025-01-20,2025-02-10,1793,5.1,Quantum Computing Inc
AI10562,ai consultant,39515,USD,EN,CT,Finland,M,India,0,"Git, Spark, Scala, R, Statistics",Associate,0,media,2025-01-27,2025-03-20,2482,5.6,Quantum Computing Inc
AI10563,robotics engineer,88922,USD,SE,CT,Ireland,S,Ireland,100,"Tableau, Java, Azure",Associate,8,consulting,2024-04-02,2024-06-09,815,6.2,Future Systems
AI10564,data engineer,57442,EUR,EN,PT,Netherlands,S,Netherlands,0,"SQL, Docker, TensorFlow",Associate,1,automotive,2024-01-05,2024-01-27,1710,6.5,Cloud Ai Solutions
AI10565,machine learning researcher,54544,USD,EN,FL,Austria,L,Austria,0,"Scala, Linux, MLOps",Associate,0,government,2024-04-14,2024-06-16,1199,7.1,Digital Transformation Llc
AI10566,ml ops engineer,180451,GBP,SE,FL,United Kingdom,L,United Kingdom,0,"Python, TensorFlow, MLOps",PhD,9,manufacturing,2024-01-05,2024-03-04,745,7.0,Neural Networks Co
AI10567,computer vision engineer,169470,USD,SE,FT,Denmark,L,Sweden,100,"Hadoop, TensorFlow, GCP, Statistics, Deep Learning",Bachelor,8,technology,2025-02-09,2025-04-06,2019,8.8,Quantum Computing Inc
AI10568,computer vision engineer,144875,USD,SE,FT,Australia,L,Switzerland,50,"Kubernetes, PyTorch, AWS, Deep Learning",PhD,9,automotive,2024-06-16,2024-08-08,1106,6.9,Quantum Computing Inc
AI10569,ai specialist,59021,USD,MI,FL,Japan,S,India,100,"Hadoop, GCP, Scala, Azure",PhD,3,consulting,2024-10-26,2025-01-05,1425,5.9,Future Systems
AI10570,nlp engineer,117863,EUR,SE,PT,Germany,L,Germany,0,"Docker, GCP, Deep Learning, Kubernetes, SQL",Bachelor,5,government,2025-03-17,2025-04-23,649,5.2,Algorithmic Solutions
AI10571,data scientist,154400,EUR,EX,FT,France,M,France,50,"PyTorch, Computer Vision, TensorFlow, Azure, Scala",Master,19,retail,2024-02-13,2024-03-09,564,9.1,Autonomous Tech
AI10572,ai software engineer,203487,USD,EX,FL,Sweden,M,Sweden,100,"Tableau, Azure, TensorFlow, Computer Vision, Hadoop",Master,14,manufacturing,2024-12-03,2025-02-04,1234,9.7,Deeptech Ventures
AI10573,data engineer,127989,USD,MI,FT,Norway,M,China,50,"Data Visualization, TensorFlow, MLOps, Hadoop, Computer Vision",Master,4,healthcare,2025-01-03,2025-02-03,2040,7.1,Autonomous Tech
AI10574,principal data scientist,60653,USD,MI,FT,Japan,L,South Korea,100,"SQL, PyTorch, Deep Learning, MLOps, Mathematics",PhD,3,healthcare,2024-03-15,2024-04-24,1584,7.9,Digital Transformation Llc
AI10575,ml ops engineer,63609,USD,EN,FL,Austria,L,Austria,50,"SQL, Computer Vision, Hadoop, Linux, MLOps",PhD,0,energy,2024-11-21,2025-01-11,1856,9.6,Cloud Ai Solutions
AI10576,ai consultant,98440,EUR,MI,FT,Netherlands,L,Netherlands,50,"Git, Tableau, Linux",Bachelor,2,education,2024-05-05,2024-06-27,1863,9.1,Deeptech Ventures
AI10577,ai specialist,182598,USD,EX,FL,Austria,L,Austria,0,"Python, Git, Scala",Master,11,government,2024-11-05,2024-12-02,575,6.9,Digital Transformation Llc
AI10578,ai software engineer,173669,EUR,EX,FT,Germany,L,Germany,100,"Python, Mathematics, GCP, Linux, Scala",PhD,18,manufacturing,2025-01-17,2025-02-19,1044,8.1,Ai Innovations
AI10579,nlp engineer,162653,USD,SE,PT,Sweden,L,Canada,100,"NLP, SQL, MLOps, TensorFlow, Azure",Associate,8,technology,2024-03-28,2024-06-05,2107,8.0,Techcorp Inc
AI10580,data analyst,89203,USD,EN,FT,Norway,M,Norway,100,"TensorFlow, Python, R, SQL, Hadoop",Bachelor,0,manufacturing,2024-03-19,2024-04-24,1292,6.9,Cognitive Computing
AI10581,ai software engineer,60005,EUR,EN,PT,France,S,France,0,"Hadoop, AWS, Scala",Master,1,real estate,2025-03-22,2025-06-01,1402,5.3,Future Systems
AI10582,data scientist,62883,USD,MI,CT,China,S,China,50,"Linux, Java, Statistics, Mathematics",Bachelor,4,manufacturing,2024-03-17,2024-04-05,930,8.8,Neural Networks Co
AI10583,data scientist,81291,USD,SE,FL,Austria,M,Australia,100,"Linux, GCP, PyTorch",Associate,5,energy,2024-02-14,2024-04-22,549,5.4,Datavision Ltd
AI10584,head of ai,359597,USD,EX,FL,Switzerland,M,Switzerland,50,"Linux, TensorFlow, Statistics, AWS",Bachelor,11,technology,2024-12-28,2025-01-23,2381,5.5,Techcorp Inc
AI10585,ai consultant,83512,USD,MI,FT,Canada,M,Canada,50,"MLOps, PyTorch, Java, AWS, Computer Vision",Associate,4,gaming,2025-01-19,2025-02-13,1590,9.1,Digital Transformation Llc
AI10586,deep learning engineer,65823,USD,SE,PT,South Korea,S,South Korea,50,"Java, Linux, Tableau, MLOps, NLP",Associate,5,telecommunications,2024-02-24,2024-04-28,1957,9.1,Autonomous Tech
AI10587,ai product manager,89783,USD,SE,FT,South Korea,M,Australia,100,"Docker, R, Tableau",Associate,9,energy,2024-04-03,2024-04-28,2320,8.0,Techcorp Inc
AI10588,deep learning engineer,145783,GBP,SE,PT,United Kingdom,S,United Kingdom,50,"NLP, PyTorch, Spark, Linux, Git",Associate,6,retail,2024-09-12,2024-10-28,1689,8.4,Predictive Systems
AI10589,principal data scientist,133529,USD,EX,PT,Canada,M,Norway,0,"Scala, SQL, Linux, PyTorch",PhD,15,transportation,2025-03-14,2025-04-08,1309,5.6,Advanced Robotics
AI10590,deep learning engineer,130287,EUR,SE,CT,France,L,Canada,100,"PyTorch, Computer Vision, Linux, Mathematics",Master,5,retail,2025-02-18,2025-04-03,1086,5.9,Algorithmic Solutions
AI10591,nlp engineer,120406,USD,MI,FL,Switzerland,M,Switzerland,0,"Python, Computer Vision, Data Visualization",PhD,3,government,2024-02-23,2024-05-01,1747,7.9,Algorithmic Solutions
AI10592,ai consultant,88130,USD,EN,CT,Switzerland,S,Switzerland,0,"PyTorch, Linux, R",Associate,1,finance,2025-03-28,2025-04-11,1644,5.6,Neural Networks Co
AI10593,ai consultant,146150,USD,SE,FT,Canada,L,Canada,100,"SQL, PyTorch, Tableau, Hadoop, R",Bachelor,6,transportation,2024-05-26,2024-06-25,2338,8.5,Neural Networks Co
AI10594,research scientist,74580,USD,MI,FL,Japan,L,Japan,50,"GCP, Git, SQL, MLOps, NLP",PhD,4,education,2024-10-22,2024-12-01,1504,8.3,Quantum Computing Inc
AI10595,computer vision engineer,45338,USD,EN,FL,China,L,China,100,"Git, SQL, PyTorch, Statistics, NLP",Bachelor,1,automotive,2024-07-13,2024-09-06,981,9.5,Datavision Ltd
AI10596,principal data scientist,64924,USD,MI,CT,India,M,India,100,"Kubernetes, Spark, Linux",Associate,2,gaming,2024-05-04,2024-05-27,570,5.8,Neural Networks Co
AI10597,ai research scientist,282340,USD,EX,FT,Denmark,L,Denmark,100,"Python, Spark, R",Master,16,media,2024-02-19,2024-04-01,931,8.4,Techcorp Inc
AI10598,ai consultant,75921,USD,EN,CT,Sweden,M,Sweden,50,"Mathematics, Spark, Python, NLP, Scala",Bachelor,1,real estate,2025-04-10,2025-06-13,1176,7.3,Algorithmic Solutions
AI10599,data engineer,101402,USD,MI,FT,Australia,M,Australia,0,"R, Java, Python, NLP",Master,3,healthcare,2024-04-13,2024-06-12,995,9.6,Predictive Systems
AI10600,autonomous systems engineer,98687,USD,SE,FT,Japan,M,Japan,0,"Scala, Python, Mathematics, Linux, Statistics",PhD,6,telecommunications,2025-04-24,2025-05-12,2103,8.6,Autonomous Tech
AI10601,data engineer,116049,USD,MI,PT,Denmark,S,Denmark,0,"Tableau, Scala, PyTorch, Statistics",Bachelor,4,transportation,2024-07-05,2024-08-30,876,10.0,Cloud Ai Solutions
AI10602,ml ops engineer,59047,USD,EN,FT,Austria,L,Austria,100,"Java, Docker, Linux",Associate,0,real estate,2024-04-01,2024-06-11,1603,5.4,Autonomous Tech
AI10603,ai specialist,155034,USD,EX,PT,India,S,Netherlands,100,"SQL, Data Visualization, Azure, PyTorch, AWS",Associate,11,retail,2024-12-28,2025-02-09,1540,6.3,Machine Intelligence Group
AI10604,deep learning engineer,148329,GBP,EX,CT,United Kingdom,S,United Kingdom,50,"TensorFlow, Docker, Data Visualization",Bachelor,19,consulting,2024-11-29,2025-01-26,2035,7.7,Algorithmic Solutions
AI10605,ai research scientist,81580,USD,EN,CT,Switzerland,S,Switzerland,0,"GCP, Deep Learning, MLOps, Python",Bachelor,0,transportation,2024-05-27,2024-07-28,1754,7.8,Digital Transformation Llc
AI10606,data scientist,135801,USD,EX,FL,China,S,China,50,"Linux, Deep Learning, SQL, PyTorch",Master,19,consulting,2024-01-23,2024-03-03,2413,9.9,Machine Intelligence Group
AI10607,nlp engineer,108337,USD,SE,FL,Finland,L,Denmark,0,"R, Mathematics, Java, Hadoop, Kubernetes",Associate,6,real estate,2024-07-22,2024-09-08,1694,7.9,Digital Transformation Llc
AI10608,ml ops engineer,141521,EUR,EX,PT,Germany,S,Germany,50,"NLP, Computer Vision, Mathematics",PhD,17,consulting,2025-02-11,2025-03-04,1899,7.0,Algorithmic Solutions
AI10609,ml ops engineer,90099,EUR,EN,PT,Netherlands,L,Netherlands,100,"Tableau, SQL, Kubernetes, Computer Vision",Associate,1,consulting,2024-11-06,2024-11-20,1447,8.4,Advanced Robotics
AI10610,ml ops engineer,145023,EUR,SE,CT,Netherlands,L,Netherlands,50,"Python, Linux, Statistics, MLOps, Computer Vision",PhD,6,technology,2024-11-25,2025-01-06,661,7.6,Digital Transformation Llc
AI10611,principal data scientist,77895,USD,EN,CT,Switzerland,S,Switzerland,100,"Statistics, Hadoop, Computer Vision, Python, TensorFlow",PhD,0,transportation,2024-04-29,2024-07-01,646,9.5,Autonomous Tech
AI10612,head of ai,173534,USD,EX,FL,Austria,M,Norway,100,"Spark, Python, Hadoop, Deep Learning, TensorFlow",Master,15,automotive,2024-12-06,2025-01-25,1513,8.9,Digital Transformation Llc
AI10613,head of ai,43406,USD,EN,PT,Israel,S,Ireland,0,"Azure, Kubernetes, Tableau, NLP, Computer Vision",PhD,0,transportation,2025-01-12,2025-03-08,1338,9.9,Advanced Robotics
AI10614,ai product manager,40638,USD,EN,PT,Finland,S,Ireland,50,"MLOps, Tableau, TensorFlow, Statistics, Linux",Master,0,retail,2024-02-21,2024-03-06,1183,6.1,Techcorp Inc
AI10615,ai research scientist,79473,USD,SE,FL,China,M,China,0,"Azure, Spark, Computer Vision, Scala",Master,5,telecommunications,2024-01-30,2024-03-04,1915,7.5,Smart Analytics
AI10616,ai consultant,42570,USD,EN,CT,India,L,India,50,"Scala, Azure, GCP",PhD,1,transportation,2024-05-01,2024-05-18,1266,6.2,Advanced Robotics
AI10617,ai research scientist,149940,USD,MI,FL,Norway,L,United States,50,"AWS, Spark, Data Visualization, SQL",PhD,2,gaming,2025-01-01,2025-02-25,2331,8.7,Advanced Robotics
AI10618,ai research scientist,222205,EUR,EX,FT,Netherlands,M,Netherlands,0,"SQL, Python, Data Visualization, NLP",Bachelor,13,automotive,2024-09-08,2024-11-04,763,8.7,Ai Innovations
AI10619,deep learning engineer,66843,USD,MI,FL,Israel,S,Israel,50,"Spark, AWS, NLP, Azure, Deep Learning",Master,2,transportation,2025-02-22,2025-05-02,1110,7.4,Ai Innovations
AI10620,computer vision engineer,40909,USD,EN,FL,Finland,S,Finland,0,"Linux, PyTorch, Tableau, Java",PhD,1,gaming,2024-02-16,2024-03-08,1957,8.4,Techcorp Inc
AI10621,deep learning engineer,185640,GBP,EX,PT,United Kingdom,L,Switzerland,0,"Docker, AWS, Java, Python",Bachelor,17,manufacturing,2025-02-17,2025-04-01,1510,7.1,Cloud Ai Solutions
AI10622,principal data scientist,177703,EUR,EX,PT,Germany,L,Germany,50,"NLP, Git, SQL, Linux, Deep Learning",PhD,16,healthcare,2025-02-13,2025-04-10,2342,9.2,Quantum Computing Inc
AI10623,machine learning engineer,98895,USD,SE,FT,Austria,M,United States,100,"Docker, R, GCP, Scala",Bachelor,9,media,2024-02-14,2024-03-14,955,8.8,Neural Networks Co
AI10624,ml ops engineer,140653,USD,SE,PT,Australia,L,Australia,50,"SQL, Git, Spark",Master,8,consulting,2024-07-28,2024-09-19,1007,7.0,Algorithmic Solutions
AI10625,data scientist,172994,USD,MI,FL,Switzerland,L,Switzerland,50,"Git, Docker, Deep Learning",Associate,3,education,2024-01-18,2024-03-28,652,9.3,Cognitive Computing
AI10626,ai specialist,150931,USD,EX,PT,India,L,Denmark,100,"PyTorch, Scala, Computer Vision, Hadoop, SQL",PhD,14,real estate,2025-04-10,2025-05-18,2072,7.5,Autonomous Tech
AI10627,computer vision engineer,52601,USD,EN,PT,Ireland,M,Ireland,0,"MLOps, Mathematics, Hadoop",Associate,0,government,2024-05-05,2024-06-02,1415,9.0,Deeptech Ventures
AI10628,nlp engineer,118988,USD,MI,PT,United States,M,Norway,0,"Mathematics, Kubernetes, SQL",Bachelor,4,media,2024-12-12,2025-01-08,1519,9.2,Cognitive Computing
AI10629,ai product manager,78460,EUR,EN,CT,France,L,France,100,"Linux, TensorFlow, Tableau, Statistics, Deep Learning",PhD,0,finance,2024-12-21,2025-02-02,1610,7.9,Cognitive Computing
AI10630,autonomous systems engineer,67395,USD,MI,FT,China,S,China,50,"MLOps, Hadoop, AWS, Kubernetes, GCP",PhD,2,energy,2025-04-16,2025-05-17,1296,8.6,Future Systems
AI10631,principal data scientist,219778,GBP,EX,FL,United Kingdom,S,United Kingdom,0,"Spark, Git, Kubernetes, Linux, Statistics",PhD,16,gaming,2024-05-03,2024-06-15,915,7.7,Datavision Ltd
AI10632,machine learning engineer,192983,USD,SE,FT,Switzerland,M,United States,100,"PyTorch, Azure, Deep Learning",Master,9,retail,2025-04-22,2025-06-10,762,8.6,Datavision Ltd
AI10633,ai architect,164256,USD,EX,FT,Canada,S,Canada,0,"AWS, SQL, Tableau, Statistics, Linux",Associate,19,finance,2024-06-19,2024-07-12,755,7.9,Machine Intelligence Group
AI10634,autonomous systems engineer,64922,USD,MI,CT,India,S,India,100,"Scala, GCP, R",Associate,2,government,2024-02-06,2024-03-03,1024,9.6,Future Systems
AI10635,ai product manager,121140,USD,SE,PT,Australia,L,Japan,50,"Linux, SQL, Hadoop, Mathematics",PhD,5,consulting,2024-07-29,2024-09-10,1999,8.5,Advanced Robotics
AI10636,principal data scientist,177568,USD,EX,CT,South Korea,M,South Korea,0,"Kubernetes, Python, Statistics, Deep Learning, Computer Vision",Master,14,energy,2024-08-16,2024-09-24,1645,7.1,Machine Intelligence Group
AI10637,robotics engineer,130963,EUR,EX,FL,France,M,Switzerland,100,"Spark, Tableau, MLOps, PyTorch",Bachelor,17,telecommunications,2024-01-07,2024-03-16,1793,5.9,Smart Analytics
AI10638,ai architect,66736,USD,EN,FT,Canada,L,India,50,"Git, TensorFlow, Java, Azure, Linux",Associate,0,real estate,2024-05-27,2024-07-15,978,9.1,Cognitive Computing
AI10639,data scientist,94734,USD,EN,FL,Switzerland,S,Switzerland,100,"Tableau, TensorFlow, PyTorch, NLP",PhD,1,consulting,2024-12-09,2025-01-29,1535,7.0,Autonomous Tech
AI10640,machine learning engineer,197890,USD,EX,FL,Denmark,M,Denmark,100,"Java, SQL, Linux",PhD,13,automotive,2024-02-25,2024-03-10,980,7.5,Techcorp Inc
AI10641,ai research scientist,104578,USD,MI,FT,Denmark,M,Denmark,50,"Linux, TensorFlow, NLP",Associate,3,education,2024-12-26,2025-01-18,2051,7.0,Techcorp Inc
AI10642,nlp engineer,117748,USD,SE,FT,Sweden,S,Sweden,100,"Data Visualization, Git, Azure",Master,8,gaming,2024-12-13,2025-02-13,1391,8.7,Cloud Ai Solutions
AI10643,ai architect,109895,GBP,MI,FT,United Kingdom,M,United Kingdom,50,"Python, PyTorch, Computer Vision",Master,4,real estate,2024-07-03,2024-07-30,1820,9.8,Neural Networks Co
AI10644,ml ops engineer,89016,USD,EX,CT,Austria,S,Austria,50,"Linux, Data Visualization, GCP, SQL, Git",Bachelor,16,real estate,2024-07-05,2024-08-09,1292,5.2,Techcorp Inc
AI10645,ai architect,76780,EUR,EN,CT,France,L,Norway,50,"Tableau, Python, GCP",Bachelor,0,automotive,2024-10-19,2024-11-05,1055,7.4,Quantum Computing Inc
